hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
1,0,77,2015,5,27,1,2,5,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,94.0,0.0,0.0,1,123
1,0,99,2015,5,27,1,2,5,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,87.3,1.0,1.0,1,123
1,0,95,2015,5,27,1,4,11,2,0.0,0,0,47,5,3,0,0,0,3,3,0,0,0,2,63.86,0.0,0.0,1,131
1,1,96,2015,5,27,1,2,8,2,0.0,0,0,103,3,1,0,0,0,4,4,0,0,0,2,108.3,0.0,2.0,0,87
1,0,69,2015,5,27,2,2,4,2,0.0,0,0,59,5,3,0,0,0,0,2,0,0,0,2,65.5,0.0,0.0,1,123
1,1,45,2015,5,27,2,1,3,3,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,108.8,0.0,1.0,0,78
1,1,40,2015,5,27,2,1,3,3,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,108.8,0.0,1.0,0,106
1,0,15,2015,5,27,2,1,3,2,0.0,0,0,41,6,3,0,0,0,0,2,0,0,0,2,98.0,0.0,0.0,1,121
1,0,36,2015,5,27,2,1,3,3,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,108.8,0.0,1.0,1,121
1,1,43,2015,5,27,2,1,3,3,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,108.8,0.0,0.0,0,82
1,0,70,2015,5,27,2,2,3,2,0.0,0,2,105,3,1,0,0,0,4,4,0,0,0,2,137.0,0.0,1.0,1,122
1,1,45,2015,5,27,2,2,3,2,0.0,0,0,103,6,3,0,0,0,6,6,0,0,0,2,117.81,0.0,0.0,0,77
1,0,45,2015,5,27,2,2,3,2,0.0,0,0,59,5,3,0,0,0,3,3,0,0,0,0,79.5,0.0,0.0,1,122
1,0,16,2015,5,27,2,2,3,2,0.0,0,0,41,3,1,0,0,0,5,5,0,0,0,2,123.0,0.0,0.0,1,122
1,0,107,2015,5,27,2,2,5,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,110.7,0.0,2.0,1,124
1,1,47,2015,5,27,2,2,5,2,2.0,0,0,103,6,3,0,0,0,6,6,0,0,0,2,153.0,0.0,0.0,0,90
1,0,96,2015,5,27,2,2,5,2,0.0,0,0,41,5,3,0,0,0,0,0,0,0,0,2,58.95,0.0,1.0,1,124
1,0,113,2015,5,27,2,2,5,2,0.0,0,0,93,5,3,0,0,0,4,4,0,0,0,3,82.88,0.0,2.0,1,124
1,0,90,2015,5,27,2,2,5,2,0.0,0,2,47,5,3,0,0,0,0,1,1,0,0,0,82.35,0.0,0.0,1,124
1,0,50,2015,5,27,2,2,5,2,0.0,0,2,59,6,3,0,0,0,4,5,1,0,0,2,119.35,0.0,1.0,1,124
1,0,113,2015,5,27,2,2,5,2,0.0,0,0,93,5,3,0,0,0,3,3,0,0,0,3,67.58,0.0,2.0,1,124
1,0,93,2015,5,27,2,3,8,2,0.0,0,0,59,5,3,0,0,0,0,0,0,0,0,0,56.01,0.0,0.0,1,128
1,0,76,2015,5,27,2,4,10,2,0.0,0,0,96,5,3,0,0,0,3,3,0,0,0,0,110.7,0.0,0.0,1,131
1,0,3,2015,5,27,2,0,1,2,0.0,0,0,41,6,3,0,0,0,0,2,0,0,0,2,88.2,1.0,0.0,1,118
1,0,1,2015,5,27,2,0,1,2,0.0,0,0,4,6,3,0,0,0,7,7,0,0,0,2,147.0,1.0,0.0,1,118
1,0,1,2015,5,27,2,0,1,2,2.0,0,0,41,3,1,0,0,0,2,2,0,0,0,2,107.0,1.0,2.0,1,118
1,0,0,2015,5,27,2,0,1,2,0.0,0,0,103,3,1,0,0,0,7,7,0,0,0,2,147.0,0.0,0.0,1,118
1,0,0,2015,5,27,2,0,1,2,0.0,0,0,103,6,3,0,0,0,0,3,0,0,0,2,117.9,0.0,2.0,1,118
1,0,0,2015,5,27,2,0,1,2,0.0,0,0,103,3,1,0,0,0,6,6,0,0,0,2,123.0,0.0,0.0,1,118
1,0,14,2015,5,27,2,0,2,2,0.0,0,0,129,6,3,0,0,0,0,2,0,0,0,2,98.0,0.0,1.0,1,119
1,0,10,2015,5,27,2,0,2,2,0.0,0,0,103,6,3,0,0,0,6,6,0,0,0,2,117.81,0.0,0.0,1,119
1,0,5,2015,5,27,2,0,2,2,0.0,0,0,59,6,3,0,0,0,4,4,0,0,0,2,135.0,1.0,2.0,1,119
1,0,17,2015,5,27,2,0,3,2,0.0,0,0,41,3,1,0,0,0,5,5,0,0,0,2,133.0,0.0,1.0,1,120
1,0,93,2015,5,27,2,0,3,2,0.0,0,0,59,5,3,0,0,0,0,2,0,0,0,0,58.95,0.0,0.0,1,120
1,1,3,2015,5,27,2,0,3,2,0.0,0,2,103,6,3,0,0,0,0,0,0,0,0,2,136.33,0.0,2.0,0,114
1,0,10,2015,5,27,3,0,2,2,2.0,0,0,129,6,3,0,0,0,6,7,0,0,0,2,153.0,1.0,0.0,1,120
1,0,3,2015,5,27,3,0,2,2,0.0,0,0,41,6,3,0,0,0,0,2,0,0,0,2,110.5,0.0,0.0,1,120
1,0,51,2015,5,27,3,0,2,2,0.0,0,0,101,6,3,0,0,0,3,3,0,0,0,2,97.0,0.0,0.0,1,120
1,1,71,2015,5,27,3,0,2,3,0.0,0,0,103,5,3,0,0,0,0,0,0,0,0,2,110.3,0.0,2.0,0,103
1,1,63,2015,5,27,3,0,2,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,82.0,0.0,2.0,0,105
1,1,62,2015,5,27,3,0,2,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,97.0,0.0,1.0,0,118
1,1,101,2015,5,27,3,0,2,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,73.8,0.0,1.0,0,99
1,0,2,2015,5,27,3,0,2,2,0.0,0,2,103,5,3,0,0,0,0,0,0,0,0,2,91.5,0.0,0.0,1,120
1,0,15,2015,5,27,3,0,2,2,0.0,0,0,41,6,3,0,0,0,0,0,0,0,0,2,114.5,0.0,0.0,1,120
1,1,51,2015,5,27,3,0,2,3,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,110.3,0.0,0.0,0,96
1,0,3,2015,5,27,3,1,2,2,0.0,0,0,41,6,3,0,0,0,0,0,0,0,0,2,90.9,1.0,0.0,1,121
1,1,48,2015,5,27,3,1,2,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,123.0,0.0,0.0,0,84
1,0,2,2015,5,27,3,2,2,1,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,122.0,0.0,0.0,1,122
1,0,72,2015,5,27,3,2,2,2,0.0,0,0,34,5,3,0,0,0,0,0,0,0,0,2,110.7,1.0,0.0,1,122
1,0,81,2015,5,27,3,2,6,3,0.0,0,0,103,5,3,0,0,0,3,3,0,0,0,2,85.86,0.0,0.0,1,126
1,0,99,2015,5,27,3,2,7,2,0.0,0,0,46,5,3,0,0,0,0,0,0,0,0,0,58.95,0.0,0.0,1,127
1,1,368,2015,5,27,3,3,7,2,0.0,0,0,103,5,3,0,0,0,0,0,0,0,0,0,55.68,0.0,0.0,0,78
1,0,364,2015,5,27,3,3,7,2,0.0,0,0,47,5,3,0,0,0,0,0,0,0,0,0,55.68,0.0,0.0,1,128
1,1,81,2015,5,27,3,3,7,2,0.0,0,2,103,3,1,0,0,0,0,0,2,0,0,2,124.0,0.0,1.0,0,96
1,0,99,2015,5,27,3,3,7,2,0.0,0,2,47,5,3,0,0,0,4,4,0,0,0,0,111.15,0.0,0.0,1,128
1,0,324,2015,5,27,3,4,10,2,0.0,0,2,47,5,3,0,0,0,4,4,0,0,0,0,134.73,0.0,0.0,1,132
1,0,69,2015,5,27,3,4,10,2,0.0,0,0,47,6,3,0,0,0,5,5,1,0,0,2,92.45,0.0,1.0,1,132
1,1,79,2015,5,27,3,6,15,2,1.0,0,0,103,5,3,0,0,0,0,0,0,0,0,2,108.73,0.0,2.0,0,50
1,0,12,2015,5,27,3,0,1,2,0.0,0,0,47,6,3,0,0,0,0,2,0,0,0,2,73.8,0.0,0.0,1,119
1,0,9,2015,5,27,3,0,1,2,0.0,0,0,103,6,3,0,0,0,0,2,0,0,0,2,98.0,1.0,2.0,1,119
1,0,1,2015,5,27,3,0,1,2,0.0,0,0,41,6,3,0,0,0,0,2,0,0,0,2,131.0,0.0,1.0,1,119
1,0,21,2015,5,27,3,0,1,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,123.0,0.0,0.0,1,119
1,0,9,2015,5,27,3,0,1,2,0.0,0,0,129,6,3,0,0,0,2,2,0,0,0,2,94.71,0.0,0.0,1,119
1,0,109,2015,5,27,3,0,1,2,0.0,0,0,10,6,3,0,0,0,0,0,0,0,0,2,123.0,0.0,2.0,1,119
1,1,109,2015,5,27,3,0,2,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,123.0,0.0,1.0,0,84
1,1,72,2015,5,27,3,0,2,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,73.8,0.0,1.0,0,114
1,1,63,2015,5,27,3,2,5,2,0.0,0,0,103,6,3,0,0,0,5,5,0,0,0,2,117.0,0.0,1.0,0,73
1,0,63,2015,5,27,3,2,5,3,0.0,0,2,41,5,3,0,0,0,4,4,0,0,0,2,196.54,0.0,1.0,1,125
1,0,101,2015,5,27,3,2,5,2,1.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,99.3,1.0,2.0,1,125
1,0,102,2015,5,27,3,2,5,2,0.0,0,0,34,3,1,0,0,0,4,4,0,0,0,2,90.95,0.0,0.0,1,125
1,0,4,2015,5,27,4,2,1,2,0.0,0,0,41,3,1,0,0,0,0,2,0,0,0,2,92.67,0.0,1.0,1,122
1,0,98,2015,5,27,4,2,1,2,0.0,0,0,46,5,3,0,0,0,3,3,0,0,0,2,71.55,1.0,0.0,1,122
1,0,92,2015,5,27,4,2,4,1,2.0,0,0,46,5,3,0,0,0,5,5,0,0,0,2,96.49,0.0,2.0,1,125
1,0,95,2015,5,27,4,2,4,2,0.0,0,0,103,6,3,0,0,0,0,2,0,0,0,2,85.8,1.0,2.0,1,125
1,0,102,2015,5,27,4,2,5,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,96.3,0.0,1.0,1,126
1,1,26,2015,5,27,4,2,5,2,2.0,0,0,103,6,3,0,0,0,7,7,0,0,0,2,163.0,0.0,0.0,0,96
1,1,73,2015,5,27,4,2,5,3,0.0,0,2,103,3,1,0,0,0,3,3,0,0,0,2,172.0,0.0,1.0,0,79
1,1,102,2015,5,27,4,2,5,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,110.7,0.0,1.0,0,56
1,0,115,2015,5,27,4,2,5,2,0.0,0,0,103,5,3,0,0,0,0,0,0,0,0,2,58.95,0.0,1.0,1,126
1,0,102,2015,5,27,4,2,5,2,0.0,1,0,103,6,3,0,0,0,0,0,0,0,0,2,73.8,0.0,2.0,1,126
1,0,86,2015,5,27,4,2,5,2,0.0,0,0,20,6,3,0,0,0,3,3,0,0,0,2,97.0,0.0,2.0,1,126
1,0,78,2015,5,27,4,2,5,2,0.0,1,2,103,6,3,0,0,0,4,5,0,0,0,2,139.0,0.0,2.0,1,126
1,0,52,2015,5,27,4,2,5,2,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,67.24,0.0,0.0,1,126
1,0,29,2015,5,27,4,2,6,3,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,116.5,0.0,1.0,1,127
1,1,101,2015,5,27,4,2,6,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,96.3,0.0,1.0,0,72
1,0,109,2015,5,27,4,2,6,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,123.0,0.0,1.0,1,127
1,0,92,2015,5,27,4,4,6,2,0.0,0,0,47,5,3,0,0,0,3,3,0,0,0,0,71.55,0.0,1.0,1,129
1,0,92,2015,5,27,4,4,6,2,0.0,0,0,103,5,3,0,0,0,3,3,0,0,0,0,71.55,0.0,1.0,1,129
1,0,79,2015,5,27,4,4,6,2,1.0,0,2,103,3,1,0,0,0,3,3,1,0,0,2,149.0,0.0,1.0,1,129
1,0,2,2015,5,27,4,0,1,2,2.0,0,0,103,6,3,0,0,0,7,6,1,0,0,2,163.0,1.0,0.0,1,120
1,0,30,2015,5,27,4,0,1,2,0.0,0,0,103,5,3,0,0,0,3,2,0,0,0,0,79.5,0.0,0.0,1,120
1,1,51,2015,5,27,4,0,1,1,0.0,0,2,103,6,3,0,0,0,0,0,0,0,0,2,105.0,0.0,0.0,0,87
1,1,36,2015,5,27,4,0,1,1,0.0,0,0,103,3,1,0,0,0,4,6,1,0,0,2,123.0,0.0,0.0,2,119
1,1,73,2015,5,27,4,0,1,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,73.8,0.0,2.0,0,73
1,1,33,2015,5,27,4,0,1,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,113.0,0.0,0.0,0,103
1,0,32,2015,5,27,4,0,1,4,0.0,0,1,103,1,1,0,0,0,7,7,2,0,0,2,0.0,0.0,1.0,1,120
1,0,8,2015,5,27,4,0,1,2,0.0,0,0,41,6,3,0,0,0,4,4,0,0,0,2,123.0,0.0,0.0,1,120
1,0,100,2015,5,27,4,1,1,2,0.0,0,0,46,6,3,0,0,0,0,2,0,0,0,3,73.8,1.0,1.0,1,121
1,0,1,2015,5,27,4,1,1,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,114.5,0.0,0.0,1,121
1,0,100,2015,5,27,4,1,1,2,0.0,0,0,46,6,3,0,0,0,0,0,0,0,0,3,73.8,0.0,2.0,1,121
1,0,100,2015,5,27,4,1,1,2,0.0,0,0,46,6,3,0,0,0,0,2,0,0,0,3,73.8,0.0,1.0,1,121
1,0,9,2015,5,28,5,1,0,2,0.0,0,0,41,6,3,0,0,0,0,2,0,0,0,2,88.2,0.0,1.0,1,121
1,1,5,2015,5,28,5,1,0,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,97.0,0.0,0.0,0,116
1,0,0,2015,5,28,5,1,0,2,0.0,0,0,41,6,3,0,0,0,0,2,1,0,0,2,85.1,0.0,0.0,1,121
1,0,9,2015,5,28,5,1,0,1,0.0,0,0,34,6,3,0,0,0,0,0,0,0,0,2,89.0,0.0,0.0,1,121
1,0,2,2015,5,28,5,1,0,1,0.0,0,0,103,6,3,0,0,0,0,3,0,0,0,2,80.1,0.0,0.0,1,121
1,0,2,2015,5,28,5,1,0,2,0.0,0,0,103,6,3,0,0,0,0,4,0,0,0,2,98.0,0.0,0.0,1,121
1,0,9,2015,5,28,5,1,0,1,0.0,0,0,34,6,3,0,0,0,0,0,0,0,0,2,101.0,1.0,0.0,1,121
1,0,2,2015,5,28,5,1,0,2,0.0,0,0,103,3,1,0,0,0,6,6,0,0,0,2,167.0,0.0,1.0,1,121
1,0,44,2015,5,28,5,2,0,3,0.0,0,2,103,6,3,0,0,0,6,6,3,0,0,2,225.0,2.0,0.0,1,122
1,0,80,2015,5,28,5,2,0,2,0.0,0,0,46,6,3,0,0,0,3,4,0,0,0,2,97.0,1.0,0.0,1,122
1,0,97,2015,5,28,5,2,2,2,0.0,0,0,41,6,3,0,0,0,3,3,0,0,0,2,87.3,0.0,2.0,1,124
1,0,109,2015,5,28,5,2,3,2,1.0,0,0,25,5,3,0,0,0,0,3,0,0,0,2,85.59,1.0,2.0,1,125
1,0,30,2015,5,28,5,2,3,2,0.0,0,0,41,6,3,0,0,0,4,4,0,0,0,2,123.0,0.0,0.0,1,125
1,0,64,2015,5,28,5,2,3,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,107.0,0.0,0.0,1,125
1,0,39,2015,5,28,5,2,4,2,0.0,0,0,41,6,3,0,0,0,7,7,0,0,0,2,163.0,0.0,0.0,1,126
1,0,90,2015,5,28,5,2,4,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,82.0,0.0,0.0,1,126
1,1,34,2015,5,28,5,2,4,2,2.0,0,0,103,6,3,0,0,0,7,7,0,0,0,2,163.0,0.0,0.0,0,104
1,1,93,2015,5,28,5,2,5,2,0.0,0,2,103,5,3,0,0,0,3,3,0,0,0,2,105.5,0.0,0.0,0,64
1,0,97,2015,5,28,5,2,5,2,2.0,0,2,103,3,1,0,0,0,2,2,1,0,0,2,164.2,1.0,1.0,1,127
1,0,29,2015,5,28,5,2,5,2,0.0,0,0,59,6,3,0,0,0,5,5,0,0,0,2,97.29,0.0,1.0,1,127
1,1,101,2015,5,28,5,2,5,2,0.0,0,2,103,6,3,0,0,0,0,0,0,0,0,2,114.0,0.0,1.0,0,37
1,0,27,2015,5,28,5,2,5,2,0.0,0,0,41,5,3,0,0,0,4,4,0,0,0,2,98.4,0.0,0.0,1,127
1,0,8,2015,5,28,5,4,5,2,2.0,0,0,20,6,3,0,0,0,7,7,1,0,0,2,175.0,1.0,1.0,1,129
1,0,82,2015,5,28,5,4,6,2,0.0,0,0,103,5,3,0,0,0,3,3,0,0,0,2,63.6,1.0,2.0,1,130
1,0,94,2015,5,28,5,4,6,3,0.0,0,0,103,3,1,0,0,0,3,2,3,0,0,2,124.45,1.0,1.0,1,130
1,0,110,2015,5,28,5,4,7,2,0.0,0,0,47,5,3,0,0,0,3,3,0,0,0,0,110.7,0.0,0.0,1,131
1,0,96,2015,5,28,5,4,10,1,0.0,0,2,47,5,3,0,0,0,0,0,0,0,0,0,74.07,0.0,0.0,1,134
1,0,79,2015,5,28,5,4,10,2,0.0,0,2,47,5,3,0,0,0,3,3,0,0,0,0,134.1,0.0,0.0,1,134
1,0,115,2015,5,28,6,1,4,2,2.0,0,0,103,6,3,0,0,0,6,6,1,0,0,2,167.0,0.0,0.0,1,126
1,0,111,2015,5,28,6,1,3,2,0.0,0,0,103,6,3,0,0,0,0,2,0,0,0,2,123.0,0.0,2.0,1,125
1,0,51,2015,5,28,6,1,3,2,0.0,0,0,129,6,3,0,0,0,6,6,0,0,0,2,117.81,1.0,2.0,1,125
1,0,94,2015,5,28,6,1,3,3,0.0,0,0,25,5,3,0,0,0,3,3,0,0,0,2,171.32,0.0,1.0,1,125
1,0,81,2015,5,28,6,1,3,2,2.0,0,2,20,3,1,0,0,0,6,6,0,0,0,2,210.0,1.0,0.0,1,125
1,0,84,2015,5,28,6,1,3,2,0.0,1,0,103,6,3,0,0,0,3,4,1,0,0,2,97.0,0.0,2.0,1,125
1,0,51,2015,5,28,6,1,3,3,0.0,0,0,129,6,3,0,0,0,6,6,0,0,0,2,117.81,0.0,2.0,1,125
1,0,111,2015,5,28,6,0,0,2,0.0,0,0,103,6,3,0,0,0,0,7,0,0,0,2,0.0,0.0,2.0,1,121
1,0,0,2015,5,28,6,0,0,1,0.0,0,0,103,3,1,0,0,0,4,7,0,0,0,2,0.0,0.0,0.0,1,121
1,0,2,2015,5,28,6,1,0,2,1.0,0,0,103,3,1,0,0,0,0,4,0,0,0,2,131.0,0.0,0.0,1,122
1,0,7,2015,5,28,6,1,1,2,0.0,0,0,103,6,3,0,0,0,0,4,0,0,0,2,98.0,0.0,2.0,1,123
1,0,98,2015,5,28,6,1,1,2,0.0,0,0,129,6,3,0,0,0,3,5,0,0,0,2,87.3,1.0,1.0,1,123
1,0,95,2015,5,28,6,1,2,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,0,2,97.0,0.0,1.0,1,124
1,1,48,2015,5,28,6,1,3,2,0.0,0,2,103,6,3,0,0,0,4,4,0,0,0,2,167.0,0.0,0.0,0,91
1,0,66,2015,5,28,6,1,3,2,0.0,0,2,103,5,3,0,0,0,0,4,0,0,0,2,91.5,0.0,0.0,1,125
1,0,104,2015,5,28,6,1,3,2,0.0,0,0,103,6,3,0,0,0,0,2,1,0,0,2,73.8,0.0,1.0,1,125
1,0,28,2015,5,28,6,1,4,2,0.0,0,0,103,6,3,0,0,0,4,4,0,0,0,2,123.0,0.0,0.0,1,126
1,0,34,2015,5,28,6,1,4,2,0.0,0,2,103,3,1,0,0,0,5,5,0,0,0,2,175.0,1.0,0.0,1,126
1,0,98,2015,5,28,6,1,5,2,0.0,0,2,41,6,3,0,0,0,0,2,0,0,0,2,117.8,1.0,1.0,1,127
1,0,104,2015,5,28,6,1,5,2,0.0,0,0,103,6,3,0,0,0,4,4,1,0,0,2,117.63,0.0,0.0,1,127
1,0,68,2015,5,28,6,2,5,2,2.0,0,2,103,6,3,0,0,0,6,6,0,0,0,2,185.0,0.0,0.0,1,128
1,1,86,2015,5,28,6,2,5,1,0.0,0,2,103,5,3,0,0,0,0,0,0,0,0,2,71.0,0.0,1.0,0,112
1,0,258,2015,5,28,6,2,5,2,0.0,0,0,47,5,3,0,0,0,0,0,0,0,0,0,47.25,0.0,0.0,1,128
1,0,111,2015,5,28,6,3,5,2,0.0,0,2,103,6,3,0,0,0,0,2,0,0,0,2,151.0,0.0,1.0,1,129
1,1,94,2015,5,28,6,3,7,2,0.0,0,0,103,6,3,0,0,0,3,3,0,0,0,2,87.3,0.0,0.0,0,74
1,0,112,2015,5,28,6,3,7,2,0.0,0,0,47,5,3,0,0,0,0,0,0,0,0,2,120.6,0.0,1.0,1,131
1,0,100,2015,5,28,6,3,7,2,0.0,0,0,47,5,3,0,0,0,3,3,1,0,0,2,63.86,0.0,1.0,1,131
1,0,33,2015,5,28,6,3,7,2,0.0,0,2,103,3,1,0,0,0,5,5,5,0,0,2,157.1,0.0,1.0,1,131
1,0,97,2015,5,28,6,3,7,2,0.0,0,2,47,5,3,0,0,0,3,3,0,0,0,0,91.37,0.0,2.0,1,131
1,0,80,2015,5,28,6,3,8,1,0.0,0,0,46,3,1,0,0,0,0,0,1,0,0,2,73.0,0.0,0.0,1,132
1,0,90,2015,5,28,6,4,10,2,0.0,0,0,64,5,3,0,0,0,3,3,0,0,0,0,110.7,0.0,0.0,1,135
1,0,111,2015,5,28,6,4,10,2,0.0,0,0,47,5,3,0,0,0,0,0,0,0,0,0,93.6,0.0,0.0,1,135
1,0,65,2015,5,28,6,2,5,2,0.0,0,0,103,5,3,0,0,0,3,3,0,0,0,2,83.5,0.0,0.0,1,128
1,1,67,2015,5,28,7,0,2,2,0.0,0,0,103,6,3,0,0,0,0,0,0,0,0,2,73.8,0.0,1.0,0,68
1,0,55,2015,5,28,7,0,3,2,0.0,0,0,41,6,3,0,0,0,0,0,0,0,0,2,82.0,1.0,2.0,1,125
1,0,21,2015,5,28,7,0,3,2,1.0,0,2,103,3,1,0,0,0,5,5,0,0,0,2,185.5,0.0,1.0,1,125
1,0,8,2015,5,28,7,0,0,2,0.0,0,0,103,3,1,0,0,0,0,0,0,0,0,2,0.0,0.0,1.0,1,122
1,0,8,2015,5,28,7,0,0,2,0.0,0,0,103,6,3,0,0,0,0,4,0,0,0,2,0.0,0.0,1.0,1,122
1,0,0,2015,5,28,7,0,1,1,0.0,0,0,47,6,3,0,0,0,0,0,0,0,0,2,109.8,0.0,3.0,1,123
1,0,0,2015,5,28,7,0,1,3,0.0,0,2,103,3,1,0,0,0,2,2,0,0,0,2,195.0,1.0,0.0,1,123
1,0,8,2015,5,28,7,0,4,3,2.0,0,0,41,6,3,0,0,0,7,7,2,0,0,2,193.0,0.0,1.0,1,126
